Microcontrollers & microprocessors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Number,General Description,Marketing Status,Package,Core,Operating Frequency (MHz),FPU,Co-Processor type,Co-Processor frequency (MHz) max,Flash Size (kB) (Prog),Dual-bank Flash,Data E2PROM (B) nom,RAM Size (kB),CCM RAM (I/D) (kByte) typ,ITCM/DTCM RAM (kB),Timers (16-bit) typ,Timers (32-bit) typ,Other timer functions,A/D Converters 12-bit,,A/D Converters 14-bit,,A/D Converters 16-bit,,D/A Converters (12-bit) typ,Comparator,Integrated op-amps,I/Os (High Current),SMPS,Display controller,Graphic accelerator,CAN (FD),CAN (2.0),I2C typ,SPI typ,I2S typ,USART typ,UART typ,Ethernet,Ethernet ports typ,I3C typ,Additional Interfaces,External Memory Interfaces,USB Type,Cryptography,Security Functions,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (@ Lowest Power) typ,Supply Current (µA) (Run Mode (per MHz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,Output Power (dBm) min,Output Power (dBm) max,RX current (mA) typ,RX sensitivity (dBm) typ,Standby Current (µA) typ,TX current (mA) (@ 0dBm) max,Output Power (dBm) (Step) typ,Buy On Line,Number of Cores nom,,,,,,
STM32C092CC,"Mainstream Arm Cortex-M0+ MCU with 256 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0+,48,-,-,-,-,256,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,21,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32C092FB,"Mainstream Arm Cortex-M0+ MCU with 128 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,TSSOP-20,Arm Cortex-M0+,48,-,-,-,-,128,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,15,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32C092FC,"Mainstream Arm Cortex-M0+ MCU with 256 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,TSSOP-20,Arm Cortex-M0+,48,-,-,-,-,256,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,15,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32C092GB,"Mainstream Arm Cortex-M0+ MCU with 128 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0+,48,-,-,-,-,128,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,17,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32C092GC,"Mainstream Arm Cortex-M0+ MCU with 256 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0+,48,-,-,-,-,256,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,17,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32C092KB,"Mainstream Arm Cortex-M0+ MCU with 128 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0+,48,-,-,-,-,128,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,18,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32C092KC,"Mainstream Arm Cortex-M0+ MCU with 256 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0+,48,-,-,-,-,256,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,18,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32C092RB,"Mainstream Arm Cortex-M0+ MCU with 128 Kbytes of Flash memory, 30 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,"LQFP 64 10x10x1.4 mm, UFBGA 64 5x5x0.6 P 0.5 mm",Arm Cortex-M0+,48,-,-,-,-,128,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,23,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32C092RC,"Mainstream Arm Cortex-M0+ MCU with 256 Kbytes of Flash memory, 36 Kbytes RAM, 48 MHz CPU, 4x USART, timers, ADC, comm. I/F, 2-3.6V",Active,"LQFP 64 10x10x1.4 mm, UFBGA 64 5x5x0.6 P 0.5 mm",Arm Cortex-M0+,48,-,-,-,-,256,No,-,30,-,-,6,1,"IWDG, SysTick, WWDG",1,23,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,-,-,-,-,-,-,No,-,-,-,2,3.6,-,-,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030C6,"Mainstream Arm Cortex-M0 Value line MCU with 32 Kbytes of Flash memory, 48 MHz CPU",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,-,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,39,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,No,-,-,-,2.4,3.6,3.4,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030C8,"Mainstream Arm Cortex-M0 Value line MCU with 64 Kbytes of Flash memory, 48 MHz CPU",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,64,No,-,8,-,-,7,-,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,39,-,-,-,-,-,-,2,2,-,2,-,-,-,-,-,-,No,-,-,-,2.4,3.6,3.4,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030CC,"Mainstream Arm Cortex-M0 Value line MCU with 256 Kbytes of Flash memory, 48 MHz CPU",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,256,No,-,32,-,-,8,-,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,37,-,-,-,-,-,-,2,2,-,6,-,-,-,-,-,-,No,-,-,-,2.4,3.6,1.8,306,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030F4,"Mainstream Arm Cortex-M0 Value line MCU with 16 Kbytes of Flash memory, 48 MHz CPU",Active,TSSOP-20,Arm Cortex-M0,48,-,-,-,-,16,No,-,4,-,-,5,-,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,15,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,No,-,-,-,2.4,3.6,3.4,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030K6,"Mainstream Arm Cortex-M0 Value line MCU with 32 Kbytes of Flash memory, 48 MHz CPU",Active,LQFP 32 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,-,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,25,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,No,-,-,-,2.4,3.6,3.4,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030R8,"Mainstream Arm Cortex-M0 Value line MCU with 64 Kbytes of Flash memory, 48 MHz CPU",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M0,48,-,-,-,-,64,No,-,8,-,-,7,-,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,55,-,-,-,-,-,-,2,2,-,2,-,-,-,-,-,-,No,-,-,-,2.4,3.6,3.4,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F030RC,"Mainstream Arm Cortex-M0 Value line MCU with 256 Kbytes of Flash memory, 48 MHz CPU",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M0,48,-,-,-,-,256,No,-,32,-,-,8,-,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,51,-,-,-,-,-,-,2,2,-,6,-,-,-,-,-,-,No,-,-,-,2.4,3.6,1.8,306,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031C4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, motor control",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,16,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,39,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031C6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,39,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F031E6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control",Active,WLCSP 25 2.5x2.4x0.6 P 0.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,20,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031F4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU",Active,TSSOP-20,Arm Cortex-M0,48,-,-,-,-,16,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,15,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031F6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control",Active,TSSOP-20,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,15,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031G4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0,48,-,-,-,-,16,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,23,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031G6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,23,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F031K4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU",Active,UFQFPN 32 5x5x0.55 mm,Arm Cortex-M0,48,-,-,-,-,16,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,27,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F031K6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,"25, 27",-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F038C6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,38,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,1.65,1.95,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F038E6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,WLCSP 25 2.5x2.4x0.6 P 0.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,20,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F038F6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,TSSOP-20,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,8,-,-,-,-,-,-,-,14,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F038G6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,22,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F038K6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,UFQFPN 32 5x5x0.55 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,4,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,26,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,No,-,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F042C4,"Mainstream Arm Cortex-M0 USB line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0,48,-,-,-,-,16,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,38,-,-,-,-,-,1,1,2,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F042C6,"Mainstream Arm Cortex-M0 USB line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,38,-,-,-,-,-,1,1,2,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F042F4,"Mainstream Arm Cortex-M0 USB line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,TSSOP-20,Arm Cortex-M0,48,-,-,-,-,16,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,16,-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F042F6,"Mainstream Arm Cortex-M0 USB line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,TSSOP-20,Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,16,-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F042G4,"Mainstream Arm Cortex-M0 USB line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0,48,-,-,-,-,16,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,23,-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F042G6,"Mainstream Arm Cortex-M0 USB line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,23,-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F042K4,"Mainstream Arm Cortex-M0 USB line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0,48,-,-,-,-,16,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,"26, 28",-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F042K6,"Mainstream Arm Cortex-M0 USB line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,"26, 28",-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F042T6,"Mainstream Arm Cortex-M0 USB line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,WLCSP 36 2.6x2.7x0.6 P 0.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,30,-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F048C6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,UFQFPN 48 7x7x0.55 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,37,-,-,-,-,-,-,1,2,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F048G6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,UFQFPN 28 4x4x0.6 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,9,-,-,-,-,-,-,-,22,-,-,-,-,-,1,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F048T6,"Mainstream Arm Cortex-M0 Low-voltage line 1,8V MCU with 32 Kbytes of Flash memory, 48 MHz CPU, USB, CAN and CEC functions",Active,WLCSP 36 2.6x2.7x0.6 P 0.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,6,-,-,5,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,29,-,-,-,-,-,-,1,1,1,2,-,-,-,-,HDMI CEC,-,No,USB Device,-,-,1.65,1.95,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F051C4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0,48,-,-,-,-,16,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,2,-,39,-,-,-,-,-,-,1,1,1,1,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F051C6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0,48,-,-,-,-,32,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,2,-,39,-,-,-,-,-,-,1,1,1,2,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F051C8,"Mainstream Arm Cortex-M0 Access line MCU with 64 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M0,48,-,-,-,-,64,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,2,-,39,-,-,-,-,-,-,2,2,1,2,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F051K4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0,48,-,-,-,-,16,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,2,-,"25, 27",-,-,-,-,-,-,1,1,1,1,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F051K6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0,48,-,-,-,-,32,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,2,-,"25, 27",-,-,-,-,-,-,1,1,1,2,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F051K8,"Mainstream Arm Cortex-M0 Access line MCU with 64 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M0,48,-,-,-,-,64,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,2,-,"25, 27",-,-,-,-,-,-,1,1,1,2,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F051R4,"Mainstream Arm Cortex-M0 Access line MCU with 16 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M0,48,-,-,-,-,16,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,2,-,55,-,-,-,-,-,-,1,2,1,1,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F051R6,"Mainstream Arm Cortex-M0 Access line MCU with 32 Kbytes of Flash memory, 48 MHz CPU, motor control and CEC functions",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M0,48,-,-,-,-,32,No,-,8,-,-,7,1,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,1,2,-,55,-,-,-,-,-,-,1,2,1,2,-,-,-,-,HDMI CEC,-,No,-,-,-,2,3.6,1.7,250,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
